193,Boston,2/11/05 9:15,6501 LAKE PARK DR,1,1C,447,594(B)(1)PC  VANDALISM +$400,2999,-42.4349119,71.64495332
194,Sacramento,6/6/05 1:00,W EL CAMINO AVE / NORTHGATE BLVD,1,1C,429,20002(A) HIT/RUN,5401,-121.4755625,38.61124309
195,New York,9/10/06 11:00,5772 ORTEGA ST,6,6B,1064,10851 VC AUTO THEFT LOCATE,2404,-40.4724356,74.55612335
196,Los Angeles,8/2/12 2:30,3519 3RD AVE,1,1A,136,TRAFFIC-ACCIDENT INJURY,5400,-34.4102522,118.57209021
197,New York,4/3/06 16:45,20 LIGHT SKY CT,4,4A,908,5150 WI DANGER SELF/OTHERS,7000,-40.5038958,74.63747898
198,New York,5/9/11 3:45,1321 E ST,4,4B,969,TRAFFIC-ACCIDENT INJURY,5400,-40.4618489,74.62073056
199,Boston,5/7/12 8:00,24TH ST / JOHN STILL DR,2,2A,515,GRAFFITI PROBLEMS- I RPT,7000,-42.3965716,71.51839666
200,Chicago,2/11/05 0:00,JACINTO AVE / SEAFORD DR,3,3M,734,647(F) PC DIP - DISORDERLY,5311,-41.4875031,87.57626112
201,Sacramento,1/21/06 0:15,BROADWAY / 23RD ST,4,4A,907,FOUND PROPERTY - I RPT,7000,-121.4830379,38.55911758
202,Boston,5/1/09 0:00,5303 FRANKLIN BLVD,1,1A,116,459 PC  BURGLARY VEHICLE,2299,-42.4755302,71.62753184
203,Sacramento,3/11/10 9:15,1416 52ND ST,3,3C,845,594(B)(1)PC  VANDALISM +$400,2999,-121.442584,38.56206295
204,Los Angeles,5/4/08 15:00,HOWE AVE / US 50 WB,6,6A,1051,459 PC  BURGLARY RESIDENCE,2204,-34.5377464,118.62839816
205,Los Angeles,4/5/09 18:30,7715 COLLEGE TOWN DR,3,3B,767,459 PC  BURGLARY RESIDENCE,2204,-34.427615,118.47143667
206,Sacramento,2/18/07 20:15,1689 ARDEN WAY,2,2C,619,594(B)(2)(A) VANDALISM/ -$400,2999,-121.42747,38.60154457
207,Chicago,2/10/10 8:00,5 SOUTHLITE CIR,1,1B,404,GANG ACTIVITY - I RPT,7000,-41.4767715,87.63153005
208,New York,6/20/10 3:45,1548 69TH AVE,4,4C,1267,459 PC  BURGLARY RESIDENCE,2204,-40.5093788,74.62825953
209,Sacramento,1/15/06 3:00,3168 GUADALAJARA WAY,1,1B,353,242 PC  BATTERY CIVILIAN,1313,-121.5279355,38.62663415
210,Chicago,12/18/06 20:15,99 CAFARO CIR,2,2B,552,MISSING PERSON LOCATE O/S ASSI,7000,-41.4354515,87.44863716
211,Chicago,7/6/06 0:00,2500 SEAMIST DR,6,6A,1081,459 PC  BURGLARY RESIDENCE,2204,-41.414415,87.52048468
212,Sacramento,7/11/08 13:30,605 REDWOOD AVE,2,2C,602,10851(A)VC TAKE VEH W/O OWNER,2404,-121.4530304,38.61043866
213,Boston,8/7/08 16:45,820 BROADWAY,6,6A,1014,11357(B)HS POSS -28.5GR MARIJ,3562,-42.4741684,71.53452891
214,Los Angeles,6/18/10 13:30,6001 RIVERSIDE BLVD,6,6A,1013,647(B) PC   PROSTITUTION,4004,-34.5545331,118.49819435
215,Los Angeles,3/26/08 9:15,3RD ST / Q ST,3,3C,841,459 PC  BURGLARY VEHICLE,2299,-34.4599213,118.54852526
216,New York,1/6/08 1:00,6366 MACK RD,6,6B,1065,10851(A)VC TAKE VEH W/O OWNER,2404,-40.5215057,74.47948616
217,New York,7/6/09 8:00,3354 ZALEMA WAY,6,6C,1427,594(B)(1)PC  VANDALISM +$400,2999,-40.5467908,74.49477029
218,New York,4/11/07 18:30,35TH ST / BROADWAY,4,4C,1225,484 PETTY THEFT/LICENSE PLATE,2399,-40.4795434,74.56546427
219,Boston,1/25/10 3:45,3550 5TH AVE,6,6C,1403,MISSING PERSON,7000,-42.4295032,71.60240036
220,New York,12/2/05 13:30,4016 MARTIN LUTHER KING JR BLVD,5,5B,1603,215(A) PC    CARJACKING,1212,-40.4827304,74.59284733
221,New York,4/3/06 16:45,20 LIGHT SKY CT,4,4A,908,5150 WI DANGER SELF/OTHERS,7000,-40.5038958,74.63747898
222,Los Angeles,5/18/05 2:30,2313 Q ST,1,1A,115,459 PC  BURGLARY VEHICLE,2299,-34.4258406,118.62529444
223,Sacramento,1/28/06 21:00,7780 STOCKTON BLVD,5,5C,1607,247(B) PC SHOOT UNOCC BLDG/VEH,5213,-121.4196758,38.4748515
224,New York,2/4/11 3:45,GROVE AVE / NORWOOD BYP,5,5C,1651,10851 VC AUTO THEFT LOCATE,2404,-40.4318134,74.52545649
225,Sacramento,12/9/11 9:15,5040 FRANKLIN BLVD,4,4B,969,TRAFFIC-ACCIDENT-NON INJURY,5400,-121.4735075,38.52933607
226,Sacramento,1/28/06 14:07,3525 OSMER LN,2,2B,525,TRESPASS OR PROWLER- I RPT,7000,-121.4370597,38.6323599
227,New York,6/9/10 9:15,8206 LAKE FOREST DR,5,5B,1606,594(B)(1)PC  VANDALISM +$400,2999,-40.4189709,74.47433721
228,Sacramento,1/4/06 4:00,748 LAMPASAS AVE,2,2B,563,417(A)1) PC BRANDISH NON-GUN,5212,-121.4496149,38.61448373
229,Chicago,10/4/11 20:15,1026 W EL CAMINO AVE,2,2A,516,484 PC PETTY THEFT,2399,-41.4979339,87.58026647
230,Boston,1/6/09 11:00,1201 K ST,3,3C,898,476 PC PASS FICTICIOUS CHECK,2501,-42.500518,71.63387829
231,New York,8/12/11 13:30,2505 RIVERSIDE BLVD,4,4B,1333,11350(A)HS POSS CNTRL SUBST,3532,-40.4650574,74.5392541
232,Sacramento,1/16/06 0:35,DEER MEADOW DR / BLACK TAIL DR,5,5B,1616,148(A)(1)PC RESIST PEACE OFFCR,4801,-121.4584189,38.47279606
233,Los Angeles,6/15/11 16:45,7306 WINNETT WAY,6,6C,1445,NON INJ HR/MAIL OUT REPORT,7000,-34.4347565,118.4702938
234,Los Angeles,6/1/10 11:00,2501 FRUITRIDGE RD,5,5C,1661,459 PC  BURGLARY VEHICLE,2299,-34.4912208,118.61314172
235,Los Angeles,8/2/11 0:00,236 JIBBOOM ST,5,5A,1386,MISSING PERSON I RPT,7000,-34.4438954,118.52393354
236,Los Angeles,1/8/08 18:30,FRANKLIN BLVD / CALVINE RD,6,6C,1132,23152(A) VC DUI-ALCOHOL/DRUGS,5404,-34.4796512,118.55163345
237,Los Angeles,5/15/11 2:30,18 GODELLO CT,6,6B,1064,484 PETTY THEFT-SHOPLIFT,2303,-34.4626763,118.60894608
238,New York,11/9/11 18:30,3 CLOE CT,6,6A,1042,TRAFFIC-ACCIDENT-NON INJURY,5400,-40.4105978,74.53830301
239,Los Angeles,9/11/12 16:45,7TH ST / L ST,3,3B,767,11379(A)HS SELL/TRANSP AMPHET,3570,-34.443216,118.47434943
240,Sacramento,1/19/06 11:00,1100 14TH ST,3,3M,745,487(A) GRAND THEFT-INSIDE,2308,-121.4876958,38.57815667
241,Sacramento,2/3/09 13:30,BROADWAY / STOCKTON BLVD,6,6A,1007,TOWED/STORED VEH-14602.6,7000,-121.4538401,38.54675579
242,New York,4/27/12 2:30,7486 CARELLA DR,6,6C,1441,NARCOTICS SUSP/EVID/ACT- I RPT,7000,-40.4196758,74.4748515
243,Sacramento,1/31/06 17:00,8651 W WING DR,5,5C,1654,459 PC  BURGLARY BUSINESS,2203,-121.4111095,38.44026684
244,Los Angeles,9/10/06 8:00,5930 S LAND PARK DR,2,2B,552,14601.1(A) VC LIC SUSP OTHER,5499,-34.4467727,118.58294949
245,Boston,7/7/07 20:15,4200 NORWOOD AVE,3,3A,715,25632 BP CONSM ALC AFT CLOSING,4199,-42.496374,71.60103545
246,New York,12/2/05 13:30,4016 MARTIN LUTHER KING JR BLVD,5,5B,1603,215(A) PC    CARJACKING,1212,-40.4827304,74.59284733
247,New York,11/18/09 0:00,43RD AVE / GLORIA DR,1,1B,443,TOWED/STORED VEH-14602.6,7000,-40.4117998,74.5731745
248,Sacramento,1/5/06 13:51,6900 POWER INN RD,6,6C,1445,FOUND PROPERTY - I RPT,7000,-121.4096022,38.5014335
249,Boston,1/1/10 18:30,27TH AVE / FRANKLIN BLVD,1,1B,403,459 PC  BURGLARY VEHICLE,2299,-42.4630104,71.48093723
250,New York,6/1/07 8:00,NORWOOD AVE / BELL AVE,4,4B,958,TOWED/STORED VEHICLE,7000,-40.4301916,74.60032506
251,Los Angeles,7/9/05 16:45,3800 44TH ST,2,2B,552,594(B)(1)PC  VANDALISM +$400,2999,-34.4369307,118.59682949
252,New York,11/27/10 20:15,2315 34TH ST,5,5B,1602,243(E)1 BATTERY NONCOHAB SPOUS,1315,-40.456513,74.60992783
253,Los Angeles,10/12/10 11:00,3594 DEL SOL WAY,2,2A,501,TOWED/STORED VEHICLE,7000,-34.4552803,118.54726509
254,Chicago,10/7/08 15:00,MARCONI CIR / NAOMI WAY,2,2B,546,11378 HS POSS/SALE AMPHETAMINE,3571,-41.4402677,87.51181739
255,Sacramento,1/21/06 0:40,1116 15TH ST,3,3M,745,CASUALTY REPORT,7000,-121.487703,38.5766684
256,Boston,7/11/10 15:00,3555 AUBURN BLVD,6,6C,1445,TRAFFIC-ACCIDENT INJURY,5400,-42.4471706,71.52935875
257,Sacramento,8/27/06 20:15,5251 22ND AVE,6,6B,1064,459 PC  BURGLARY RESIDENCE,2204,-121.4436379,38.53140402
258,Los Angeles,9/8/08 13:30,2400 14TH ST,3,3C,841,TRAFFIC-ACCIDENT INJURY,5400,-34.4835296,118.62984691
259,Boston,5/25/05 3:45,LEMON HILL AVE / STOCKTON BLVD,3,3C,841,TRAFFIC-ACCIDENT-NON INJURY,5400,-42.471902,71.55735109
260,Chicago,3/26/07 13:30,4TH ST / J ST,1,1B,440,ACCIDENTAL FIRES/ARSON -I RPT,7000,-41.459536,87.54584067
261,Boston,3/10/06 16:45,3775 ROBINRIDGE WAY,3,3C,854,653.22(A) LOITER PROSTITUTION,4099,-42.4652804,71.54775932
262,New York,2/4/11 3:45,GROVE AVE / NORWOOD BYP,5,5C,1651,10851 VC AUTO THEFT LOCATE,2404,-40.4318134,74.52545649
263,Los Angeles,6/12/08 1:00,US 50 EB / 59TH ST,4,4C,1289,O/S AGENCY -ASSISTANCE- I RPT,7000,-34.4827348,118.49575914
264,Chicago,9/7/12 11:00,MARTIN LUTHER KING JR BLVD / 15TH AVE,3,3A,724,GANG ACTIVITY - I RPT,7000,-41.4322547,87.55700138
265,Los Angeles,2/7/10 18:30,19 TIMBERWOOD CT,3,3C,898,SUSP PERS-NO CRIME - I RPT,7000,-34.4770327,118.5544225
266,Sacramento,12/10/10 3:45,1040 FLORIN RD,4,4C,1287,666 PC PETTY THEFT W/PRI CONV,2399,-121.5212433,38.49466185
267,Los Angeles,4/12/09 2:30,2108 ROCKBRIDGE RD,2,2A,505,TOWED/STORED VEHICLE,7000,-34.4585038,118.46252937
268,Chicago,12/15/05 18:30,420 I ST,3,3C,821,TOWED/STORED VEHICLE,7000,-41.4075372,87.55152837
269,Chicago,11/9/08 9:15,6630 4TH AVE,3,3A,705,TOWED/STORED VEHICLE,7000,-41.4464214,87.62732227
270,Los Angeles,5/20/11 3:45,3225 JULLIARD DR,1,1A,103,594(B)(2)(A)VANDALISM GRAF-400,2999,-34.4909396,118.58634838
271,Boston,4/12/11 3:45,53 OMAHA CT,1,1C,429,459 PC  BURGLARY BUSINESS,2203,-42.4122246,71.50675753
272,Sacramento,1/12/06 20:40,665 41ST ST,3,3C,824,11364 HS POSS DRUG PARAPH,3599,-121.4494805,38.57251407
273,Sacramento,1/14/06 18:00,5925 STOCKTON BLVD,6,6B,1401,487(A) PC GRAND THEFT,2303,-121.4387788,38.51849931
274,Sacramento,1/11/06 14:35,ALCOTT DR / 25TH AVE,6,6C,1142,TOWED/STORED VEHICLE,7000,-121.422581,38.52943634
275,Sacramento,1/25/06 8:00,1117 T ST,3,3A,774,1708 US   THEFT OF MAIL,2310,-121.4962231,38.56890733
276,New York,5/8/11 9:15,BROADWAY / 3RD AVE,2,2C,606,GANG ACTIVITY - I RPT,7000,-40.4673944,74.49407763
277,Boston,12/11/06 11:00,YREKA AVE / CANYON TREE DR,5,5B,1602,211 PC ROBBERY-PURSE SNATCH,1210,-42.4861182,71.57087568
278,Boston,8/5/07 8:00,FLORIN RD / 29TH ST,6,6C,1427,TRAFFIC-ACCIDENT INJURY,5400,-42.4276865,71.62558366
279,Los Angeles,1/3/11 8:00,24TH ST / FLORIN RD,3,3B,726,MISSING PERSON,7000,-34.4984909,118.57966477
280,New York,1/27/12 9:15,VALLARTA CIR / TRUXEL RD,2,2B,563,484J PC PUBLISH CARD INFO,2605,-40.4885401,74.53700426
281,Los Angeles,9/2/10 8:00,2530 J ST,1,1C,449,MISSING PERSON,7000,-34.4329623,118.60086039
282,Los Angeles,10/15/10 1:00,6 SHELTER POINT CT,2,2B,556,TRAFFIC-ACCIDENT INJURY,5400,-34.4715167,118.52627076
283,Sacramento,1/3/05 9:15,5321 STOCKTON BLVD,6,6B,1086,FOUND PROPERTY - I RPT,7000,-121.4424934,38.52709836
284,Boston,1/12/12 15:00,27TH ST / J ST,6,6B,1067,484 PC  PETTY THEFT AUTO PART,2304,-42.493943,71.57920289
285,New York,5/11/05 3:45,4601 BLACKROCK DR,6,6B,1018,211 PC ROBBERY- BUSINESS,1299,-40.4827802,74.57005626
286,Sacramento,11/11/10 1:00,7421 S LAND PARK DR,4,4C,1286,211 PC  ROBBERY UNSPECIFIED,1299,-121.5188739,38.48642794
287,New York,8/15/11 1:00,1689 ARDEN WAY,3,3M,745,TOWED/STORED VEHICLE,7000,-40.5061432,74.61780575
288,Los Angeles,5/10/07 9:15,502 29TH ST,5,5B,1359,TOWED/STORED VEH-14602.6,7000,-34.4303283,118.63228581
289,Boston,8/9/07 1:00,5645 POP BECKER ST,3,3C,844,484 PC PETTY THEFT,2399,-42.5288499,71.63499923
290,New York,9/26/05 16:45,1901 ARDEN WAY,4,4A,945,THREATS - I RPT,7000,-40.4281268,74.47295223
291,Boston,11/8/07 3:45,2250 68TH AVE,5,5A,1393,TRAFFIC-ACCIDENT INJURY,5400,-42.4853853,71.58033768
292,Chicago,1/1/11 2:30,GREAT SMOKEY ST / KENELWORTH WAY,3,3A,775,11364 HS POSS DRUG PARAPH,3599,-41.5119979,87.65731154
293,New York,1/27/10 3:45,3300 NORTHGATE BLVD,1,1B,345,TRAFFIC-ACCIDENT-NON INJURY,5400,-40.5212972,74.50539044
294,Boston,12/1/11 1:00,2715 O ST,6,6A,1042,484 PC   PETTY THEFT/INSIDE,2308,-42.530806,71.6308718
295,Sacramento,6/25/08 20:15,5303 FRANKLIN BLVD,4,4B,969,FOUND PROPERTY - I RPT,7000,-121.4712477,38.52718667
296,Sacramento,9/25/10 9:15,5TH AVE / 36TH ST,6,6A,1022,TOWED/STORED VEHICLE,7000,-121.4683381,38.54847637
297,Chicago,5/7/05 15:00,600 K ST,4,4B,969,459 PC  BURGLARY VEHICLE,2299,-41.3893645,87.56048459
298,Sacramento,2/6/06 18:30,12TH ST / J ST,3,3M,735,TOWED/STORED VEH-14602.6,7000,-121.4907988,38.57960099
299,Boston,3/25/10 13:30,1696 ARDEN WAY,2,2C,628,594(B)(2)(A) VANDALISM/ -$400,2999,-42.4749164,71.57493609
300,Boston,4/8/07 13:30,1906 FRUITRIDGE RD,1,1B,410,459 PC  BURGLARY RESIDENCE,2204,-42.4564107,71.48746096
301,Los Angeles,10/8/11 0:00,1100 14TH ST,2,2C,628,5150 WI DANGER SELF/OTHERS,7000,-34.4291378,118.65460722
302,Chicago,7/6/07 20:15,2936 SAGEMILL WAY,4,4A,905,TOWED/STORED VEHICLE,7000,-41.4659563,87.57331893
303,Chicago,8/20/07 1:00,815 L ST,5,5C,1605,MISCELLANEOUS I RPT (ZMISC),7000,-41.479014,87.53881527
304,Boston,6/12/11 1:00,1531 BREWERTON DR,6,6B,1004,TOWED/STORED VEH-14602.6,7000,-42.5387578,71.65170411
305,New York,8/15/11 1:00,1689 ARDEN WAY,3,3M,745,TOWED/STORED VEHICLE,7000,-40.5061432,74.61780575
306,Los Angeles,5/20/11 8:00,6228 VENTURA ST,5,5C,1624,TOWED/STORED VEH-14602.6,7000,-34.4452442,118.53613202
307,Chicago,3/3/05 20:15,ALHAMBRA BLVD / BROADWAY,1,1B,401,LOST PROPERTY - I RPT,7000,-41.4611916,87.54098258
308,Los Angeles,10/18/06 9:15,MAY ST / BELL AVE,5,5A,1361,459 PC  BURGLARY VEHICLE,2299,-34.5283928,118.63476396
309,Chicago,8/4/08 16:45,962 JOHNFER WAY,5,5A,1512,459 PC  BURGLARY BUSINESS,2203,-41.4571234,87.48424606
310,Chicago,10/7/12 20:15,AHERN ST / N C ST,5,5C,1606,459 PC  BURGLARY RESIDENCE,2204,-41.4940462,87.57551005
311,Sacramento,1/18/06 0:30,7456 FRANKLIN BLVD,5,5B,1602,11364 HS POSS DRUG PARAPH,3599,-121.455558,38.48795122
312,New York,3/20/11 2:30,16TH ST / J ST,2,2C,604,459 PC  BURGLARY RESIDENCE,2204,-40.4192296,74.57227839
313,Boston,9/20/05 13:30,4317 NORWOOD AVE,1,1B,451,10851 VC AUTO THEFT LOCATE,2404,-42.4149168,71.52663815
314,Boston,1/6/06 0:00,WINTERHAVEN AVE / NORTHGATE BLVD,4,4A,913,SUSPICIOUS VEHICLE - I RPT,7000,-42.5060656,71.49563049
315,Los Angeles,6/7/08 20:15,2232 67TH AVE,4,4A,925,242 PC  BATTERY CIVILIAN,1313,-34.4165233,118.63972452
316,Sacramento,1/28/06 0:01,1 DECATHLON CIR,5,5B,1614,THREATS - I RPT,7000,-121.4558673,38.47623848
317,New York,3/18/10 11:00,416 SANTA ANA AVE,6,6B,1421,459 PC  BURGLARY VEHICLE,2299,-40.4859396,74.48934244
318,New York,8/2/12 11:00,1025 ALHAMBRA BLVD,6,6A,1014,10851(A)VC TAKE VEH W/O OWNER,2404,-40.498024,74.47599535
319,New York,2/25/06 3:45,1415 30TH ST,1,1B,424,487(A) GRAND THEFT-INSIDE,2308,-40.4251306,74.62521129
320,Boston,9/6/08 3:45,GIBSON ST / EL MONTE AVE,3,3M,742,459 PC  BURGLARY VEHICLE,2299,-42.4564165,71.64645937
321,New York,8/1/08 2:30,4700 NATOMAS BLVD,6,6C,1422,211 PC ROBBERY- BUSINESS,1299,-40.4717471,74.52488785
322,Boston,9/26/08 2:30,5661 55TH ST,5,5A,1396,243(E)1 BATTERY NONCOHAB SPOUS,1315,-42.4840508,71.57138272
323,Chicago,12/3/10 15:00,1261 SENIDA WAY,5,5B,1621,459 PC  BURGLARY VEHICLE,2299,-41.495181,87.58320363
324,Los Angeles,1/25/07 20:15,910 GRAND AVE,3,3C,899,TOWED/STORED VEH-14602.6,7000,-34.4966965,118.62078836
325,Boston,2/6/05 15:00,414 K ST,4,4C,985,290(F)1 W/I 5 DAYS ADD CHANGE,3699,-42.4906312,71.58053662
326,Sacramento,8/10/12 9:15,7534 RUSH RIVER DR,4,4C,1292,459 PC  BURGLARY VEHICLE,2299,-121.5374388,38.48538062
327,Los Angeles,10/20/09 20:15,2630 PHYLLIS AVE,3,3C,1102,CASUALTY REPORT,7000,-34.4755625,118.61124309
328,Boston,9/27/06 18:30,6929 LEMONDROP CT,5,5C,1607,10851 VC AUTO THEFT LOCATE,2404,-42.5374388,71.48538062
329,Boston,8/7/09 2:30,5TH ST / S ST,5,5A,1384,459 PC  BURGLARY RESIDENCE,2204,-42.4490342,71.54470924
330,Boston,3/7/05 11:00,2600 RIO LINDA BLVD,4,4C,1292,459 PC  BURGLARY VEHICLE,2299,-42.519298,71.60769565
331,Chicago,4/10/11 20:15,3533 21ST AVE,1,1C,428,TRAFFIC-ACCIDENT-NON INJURY,5400,-41.4461521,87.53266824
332,New York,8/27/07 18:30,6815 24TH ST,2,2B,525,211 PC  ROBBERY UNSPECIFIED,1299,-40.4996207,74.58316799
333,Los Angeles,10/25/06 2:30,ARENA BLVD / I 5 NB,4,4B,969,459 PC  BURGLARY VEHICLE,2299,-34.4988814,118.48920978
334,Sacramento,1/11/06 17:30,5351 47TH AVE,6,6B,1421,10851(A)VC TAKE VEH W/O OWNER,2404,-121.4435468,38.51170141
335,Chicago,4/25/11 3:45,4045 ROBINRIDGE WAY,5,5B,1631,459 PC  BURGLARY RESIDENCE,2204,-41.4692575,87.57201606
336,New York,4/4/10 9:15,CENTER PKWY / MACK RD,2,2B,546,FRAUDULENT DOCUMENTS- I RPT,7000,-40.4648897,74.57188611
337,Boston,2/20/06 0:00,8517 DERLIN WAY,6,6B,1003,10851 VC AUTO THEFT LOCATE,2404,-42.4988152,71.61266409
338,New York,4/9/09 18:30,1021 FRONT ST,5,5B,1603,TELEPEST -I RPT,7000,-40.4734141,74.54484473
339,Chicago,11/1/11 8:00,4925 15TH AVE,3,3C,878,484 PC   PETTY THEFT/INSIDE,2308,-41.4529334,87.62945934
340,Boston,9/25/10 15:00,8485 SUNNYBRAE DR,6,6C,1132,484G(B) PC ACCESS CARD FRAUD,2605,-42.464715,71.54528535
341,Boston,6/12/05 13:30,2419 DEL PASO BLVD,4,4A,908,THREATS - I RPT,7000,-42.4161265,71.54284813
342,Los Angeles,7/18/10 16:45,19TH ST / L ST,3,3B,748,23152(A) VC DUI-ALCOHOL/DRUGS,5404,-34.483171,118.5248104
343,Sacramento,10/8/07 18:30,1531 WATERWHEEL DR,1,1B,444,594(B)(2)(A) VANDALISM/ -$400,2999,-121.493964,38.61077027
344,Sacramento,10/6/06 15:00,237 MAJESTIC LN,2,2A,238,MISSING PERSON,7000,-121.4217991,38.64150838
345,Boston,4/4/06 0:00,5652 61ST ST,4,4B,958,247(B) PC SHOOT UNOCC BLDG/VEH,5213,-42.4619674,71.49603233
346,Sacramento,1/19/06 18:16,480 EL CAMINO AVE,2,2C,602,10851(A)VC TAKE VEH W/O OWNER,2404,-121.4564534,38.61085293
347,Chicago,2/1/07 1:00,1901 10TH ST,6,6C,1443,417(A)1) PC BRANDISH NON-GUN,5212,-41.4360573,87.62985072
348,Boston,8/26/07 15:00,AHERN ST / N C ST,6,6A,1052,11357(B)HS POSS -28.5GR MARIJ,3562,-42.4676269,71.54116339
349,Sacramento,7/3/11 8:00,7749 COLLEGE TOWN DR,3,3C,888,459 PC  BURGLARY VEHICLE,2299,-121.4149051,38.55706875
350,Boston,9/9/07 1:00,3224 X ST,5,5B,1369,10851(A)VC TAKE VEH W/O OWNER,2404,-42.4385176,71.62860503
351,Los Angeles,9/25/06 18:30,4700 STOCKTON BL,4,4A,908,487(A) PC GRAND THEFT,2303,-34.5052755,118.58245363
352,Chicago,11/26/12 11:00,3200 TRUXEL RD,5,5C,1624,484 PETTY THEFT/LICENSE PLATE,2399,-41.4128268,87.44541326
353,Boston,8/9/09 3:45,5260 YVONNE WAY,5,5B,1399,273.6(A) PC VIO DV COURT ORDER,5007,-42.4217991,71.64150838
354,New York,5/2/08 13:30,FRANKLIN BLVD / FLORIN RD,2,2C,603,TRAFFIC-ACCIDENT-NON INJURY,5400,-40.4284911,74.6059953
355,Chicago,9/26/12 8:00,SAN JUAN RD / DUCKHORN DR,4,4C,1255,TOWED/STORED VEH-14602.6,7000,-41.5181204,87.48782523
356,Sacramento,7/11/09 11:00,65TH STREET EXPY / FRUITRIDGE RD,6,6B,1141,459 PC  BURGLARY VEHICLE,2299,-121.427517,38.52507559
357,Sacramento,9/3/10 15:00,16TH ST / W ST,3,3A,785,TOWED/STORED VEHICLE,7000,-121.491401,38.56382548
358,Sacramento,1/27/06 0:01,4800 WESTLAKE PKWY,1,1A,130,POSSIBLE FINANCIAL CRIME-I RPT,7000,-121.541883,38.65798545
359,Los Angeles,2/2/09 15:00,200 P ST,6,6A,1014,459 PC  BURGLARY VEHICLE,2299,-34.4258271,118.6017616
360,New York,10/26/05 18:30,7715 COLLEGE TOWN DR,3,3C,841,484 PETTY THEFT/LICENSE PLATE,2399,-40.4814552,74.51848156
361,New York,6/10/09 15:00,MACK RD / VALLEY HI DR,1,1A,106,TOWED/STORED VEHICLE,7000,-40.4718913,74.49547672
362,Sacramento,1/7/06 9:55,2364 CAMBRIDGE ST,2,2C,603,11350(A)HS POSS CNTRL SUBST,3532,-121.4495674,38.60840673
363,New York,12/7/12 9:15,1 CLAUSS CT,3,3M,732,11377(A)HS POSS AMPHETAMINES,3572,-40.4503108,74.47429277
364,Sacramento,1/3/06 12:25,19TH ST / R ST S ST ALY,3,3A,776,TOWED/STORED VEHICLE,7000,-121.4852913,38.56767025
365,Chicago,8/15/10 0:00,4601 65TH ST,1,1C,447,TRAFFIC-ACCIDENT-NON INJURY,5400,-41.4710327,87.57035191
366,Sacramento,1/31/06 7:29,15TH ST / J ST,3,3M,735,TOWED/STORED VEH-14602.6,7000,-121.4865462,38.57846736
367,Chicago,12/4/05 13:30,5320 SUMMERBROOK WAY,4,4A,913,10851(A)VC TAKE VEH W/O OWNER,2404,-41.4274605,87.51599171
368,Los Angeles,4/20/09 11:00,DUCKHORN DR / SAN JUAN RD,3,3C,847,5150 WI DANGER SELF/OTHERS,7000,-34.4893334,118.62011633
369,Sacramento,1/21/06 10:30,3198 WESTERN AVE,2,2B,531,459 PC  BURGLARY RESIDENCE,2204,-121.4671856,38.6236879
370,Los Angeles,12/6/05 20:15,1500 K ST,3,3C,877,11364 HS POSS DRUG PARAPH,3599,-34.4662539,118.54990015
371,Boston,5/20/08 16:45,6879 14TH AVE,5,5A,1391,10851 VC AUTO THEFT LOCATE,2404,-42.4516915,71.48371518
372,Boston,2/12/10 2:30,4TH ST / W ST,1,1A,123,10851 VC AUTO THEFT LOCATE,2404,-42.4581955,71.63766971
373,New York,5/2/09 2:30,ALHAMBRA BLVD / 1ST AVE,2,2B,521,TOWED/STORED VEHICLE,7000,-40.4490547,74.61315477
374,Sacramento,7/2/06 8:00,22ND ST / G ST,3,3B,727,11357(B)HS POSS -28.5GR MARIJ,3562,-121.4758116,38.57925951
375,Sacramento,5/2/05 3:45,1 CLAUSS CT,6,6B,1084,459 PC  BURGLARY VEHICLE,2299,-121.4471706,38.52935875
376,Chicago,12/8/10 3:45,2800 J ST,3,3B,737,MISCELLANEOUS I RPT (ZMISC),7000,-41.449322,87.61661868
377,Sacramento,1/14/06 22:59,5500 FLORIN PERKINS RD,6,6C,1146,TOWED/STORED VEHICLE,7000,-121.3912953,38.52560462
378,Sacramento,7/2/06 8:00,22ND ST / G ST,3,3B,727,11357(B)HS POSS -28.5GR MARIJ,3562,-121.4758116,38.57925951
379,Chicago,11/15/06 9:15,7944 LA RIVIERA DR,1,1A,305,MISSING PERSON,7000,-41.4351262,87.5149777
380,Chicago,4/3/07 15:00,CALVINE RD / SONGBIRD CT,2,2C,620,459 PC  BURGLARY VEHICLE,2299,-41.4084001,87.52547643
381,Chicago,5/25/06 11:00,1200 EL CAMINO AVE,2,2A,511,459 PC  BURGLARY VEHICLE,2299,-41.4502184,87.54031312
382,Sacramento,2/12/09 16:45,10TH ST / K ST,3,3M,744,11350(A)HS POSS CNTRL SUBST,3532,-121.493943,38.57920289
383,New York,8/6/06 2:30,4830 J ST,2,2B,523,10851 VC AUTO THEFT LOCATE,2404,-40.4673944,74.49407763
384,Los Angeles,7/7/09 8:00,720 9TH ST,2,2C,568,459 PC  BURGLARY BUSINESS,2203,-34.4642874,118.62275189
385,Boston,10/8/05 13:30,ROSIN CT / NORTHGATE BLVD,3,3C,1126,594(B)(2)(A) VANDALISM/ -$400,2999,-42.4781774,71.52700121
386,Sacramento,1/18/06 12:22,LOS ROBLES BLVD / MARYSVILLE BLVD,2,2B,526,TOWED/STORED VEHICLE,7000,-121.4317459,38.62879718
